Date,Commodity,NonComm Long,NonComm Short,NonComm Net
2025-04-01,Copper,94101,64076,30025
2025-04-08,Copper,81213,56972,24241
2025-04-15,Copper,75462,55985,19477
2025-04-22,Copper,78607,53842,24765
2025-04-29,Copper,71612,52243,19369
2024-04-30,Corn,284015,427439,-143424
2024-05-07,Corn,311911,343265,-31354
2024-05-14,Corn,337217,336993,224
2024-05-21,Corn,332720,374547,-41827
2024-05-28,Corn,337903,389535,-51632
2024-06-04,Corn,339144,459077,-119933
2024-06-11,Corn,367952,468984,-101032
2024-06-18,Corn,382946,459657,-76711
2024-06-25,Corn,350579,520362,-169783
2024-07-02,Corn,313757,542468,-228711
2024-07-09,Corn,309195,549136,-239941
2024-07-16,Corn,307784,546600,-238816
2024-07-23,Corn,322869,544821,-221952
2024-07-30,Corn,308633,521075,-212442
2024-08-06,Corn,320403,472372,-151969
2024-08-13,Corn,328996,483001,-154005
2024-08-20,Corn,319844,485140,-165296
2024-08-27,Corn,317652,466186,-148534
2024-09-03,Corn,335231,425714,-90483
2024-09-10,Corn,339497,387257,-47760
2024-09-17,Corn,337834,404129,-66295
2024-09-24,Corn,326166,390388,-64222
2024-10-01,Corn,321301,328494,-7193
2024-10-08,Corn,323640,287569,36071
2024-10-15,Corn,333139,338291,-5152
2024-10-22,Corn,377721,359881,17840
2024-10-29,Corn,405262,321958,83304
2024-11-05,Corn,422877,320229,102648
2024-11-12,Corn,434784,257138,177646
2024-11-19,Corn,418990,255689,163301
2024-11-26,Corn,399710,262841,136869
2024-12-03,Corn,404920,267692,137228
2024-12-10,Corn,465806,241383,224423
2024-12-17,Corn,454635,232787,221848
2024-12-24,Corn,461845,236170,225675
2024-12-31,Corn,493433,202918,290515
2025-01-07,Corn,506413,186600,319813
2025-01-14,Corn,534428,186353,348075
2025-01-21,Corn,587335,194412,392923
2025-01-28,Corn,617299,173424,443875
2025-02-04,Corn,626001,163620,462381
2025-02-11,Corn,586274,161505,424769
2025-02-18,Corn,627494,158770,468724
2025-02-25,Corn,597706,156545,441161
2025-03-04,Corn,492878,157440,335438
2025-03-11,Corn,449005,180648,268357
2025-03-18,Corn,441602,202226,239376
2025-03-25,Corn,416135,215764,200371
2025-04-01,Corn,412771,245902,166869
2025-04-08,Corn,418031,245149,172882
2025-04-15,Corn,438836,204654,234182
2025-04-22,Corn,450712,230869,219843
2025-04-29,Corn,412036,236607,175429
2024-04-30,Cotton,71065,51843,19222
2024-05-07,Cotton,66141,58005,8136
2024-05-14,Cotton,68159,61760,6399
2024-05-21,Cotton,68464,68656,-192
2024-05-28,Cotton,70382,62704,7678
2024-06-04,Cotton,67396,74087,-6691
2024-06-11,Cotton,63650,83706,-20056
2024-06-18,Cotton,60371,88135,-27764
2024-06-25,Cotton,60552,84527,-23975
2024-07-02,Cotton,60058,77379,-17321
2024-07-09,Cotton,60412,84921,-24509
2024-07-16,Cotton,61011,87518,-26507
2024-07-23,Cotton,59282,93553,-34271
2024-07-30,Cotton,60341,97682,-37341
2024-08-06,Cotton,60131,102039,-41908
2024-08-13,Cotton,59448,101118,-41670
2024-08-20,Cotton,58393,101221,-42828
2024-08-27,Cotton,56934,94009,-37075
2024-09-03,Cotton,53387,91541,-38154
2024-09-10,Cotton,52919,99030,-46111
2024-09-17,Cotton,59144,85506,-26362
2024-09-24,Cotton,58681,75069,-16388
2024-10-01,Cotton,60571,70659,-10088
2024-10-08,Cotton,61941,73582,-11641
2024-10-15,Cotton,64409,75051,-10642
2024-10-22,Cotton,65842,73199,-7357
2024-10-29,Cotton,65551,77412,-11861
2024-11-05,Cotton,64436,76877,-12441
2024-11-12,Cotton,63281,74767,-11486
2024-11-19,Cotton,58166,89301,-31135
2024-11-26,Cotton,58071,74972,-16901
2024-12-03,Cotton,59802,73392,-13590
2024-12-10,Cotton,59508,79036,-19528
2024-12-17,Cotton,59565,86168,-26603
2024-12-24,Cotton,58942,90714,-31772
2024-12-31,Cotton,58195,92786,-34591
2025-01-07,Cotton,60500,92584,-32084
2025-01-14,Cotton,63438,99179,-35741
2025-01-21,Cotton,66257,106208,-39951
2025-01-28,Cotton,64766,107194,-42428
2025-02-04,Cotton,64897,115664,-50767
2025-02-11,Cotton,68832,111397,-42565
2025-02-18,Cotton,72320,109388,-37068
2025-02-25,Cotton,72674,116160,-43486
2025-03-04,Cotton,70011,132148,-62137
2025-03-11,Cotton,65937,122661,-56724
2025-03-18,Cotton,64425,113729,-49304
2025-03-25,Cotton,65048,119054,-54006
2025-04-01,Cotton,70529,112508,-41979
2025-04-08,Cotton,66636,101662,-35026
2025-04-15,Cotton,59870,88326,-28456
2025-04-22,Cotton,60797,85875,-25078
2025-04-29,Cotton,65344,77082,-11738
2024-04-30,Dow Jones,17883,12685,5198
2024-05-07,Dow Jones,19305,10641,8664
2024-05-14,Dow Jones,24739,8966,15773
2024-05-21,Dow Jones,30728,10291,20437
2024-05-28,Dow Jones,22285,9141,13144
2024-06-04,Dow Jones,21008,12722,8286
2024-06-11,Dow Jones,19838,17462,2376
2024-06-18,Dow Jones,17190,15666,1524
2024-06-25,Dow Jones,16170,16684,-514
2024-07-02,Dow Jones,18305,11577,6728
2024-07-09,Dow Jones,22317,14522,7795
2024-07-16,Dow Jones,30568,15327,15241
2024-07-23,Dow Jones,25941,14575,11366
2024-07-30,Dow Jones,27554,14016,13538
2024-08-06,Dow Jones,21484,14115,7369
2024-08-13,Dow Jones,18012,16775,1237
2024-08-20,Dow Jones,22507,15779,6728
2024-08-27,Dow Jones,21999,15075,6924
2024-09-03,Dow Jones,19772,12636,7136
2024-09-10,Dow Jones,19636,11468,8168
2024-09-17,Dow Jones,22931,9878,13053
2024-09-24,Dow Jones,23223,7787,15436
2024-10-01,Dow Jones,25145,8095,17050
2024-10-08,Dow Jones,20585,6299,14286
2024-10-15,Dow Jones,23983,11383,12600
2024-10-22,Dow Jones,24760,12524,12236
2024-10-29,Dow Jones,23118,13493,9625
2024-11-05,Dow Jones,24195,11264,12931
2024-11-12,Dow Jones,26664,12998,13666
2024-11-19,Dow Jones,20016,12464,7552
2024-11-26,Dow Jones,24909,13413,11496
2024-12-03,Dow Jones,26196,15696,10500
2024-12-10,Dow Jones,24147,14026,10121
2024-12-17,Dow Jones,20489,14890,5599
2024-12-24,Dow Jones,18570,12595,5975
2024-12-31,Dow Jones,17408,12768,4640
2025-01-07,Dow Jones,15722,12963,2759
2025-01-14,Dow Jones,14679,13233,1446
2025-01-21,Dow Jones,13377,11050,2327
2025-01-28,Dow Jones,15451,13180,2271
2025-02-04,Dow Jones,13205,11484,1721
2025-02-11,Dow Jones,14179,11302,2877
2025-02-18,Dow Jones,14587,15628,-1041
2025-02-25,Dow Jones,16132,17677,-1545
2025-03-04,Dow Jones,14850,14785,65
2025-03-11,Dow Jones,12659,11439,1220
2025-03-18,Dow Jones,10737,10256,481
2025-03-25,Dow Jones,8894,13100,-4206
2025-04-01,Dow Jones,9846,12450,-2604
2025-04-08,Dow Jones,9192,7872,1320
2025-04-15,Dow Jones,8422,8181,241
2025-04-22,Dow Jones,9623,8736,887
2025-04-29,Dow Jones,13202,7653,5549
2024-04-30,Euro FX,167185,173962,-6777
2024-05-07,Euro FX,170594,166004,4590
2024-05-14,Euro FX,178398,161243,17155
2024-05-21,Euro FX,182574,141099,41475
2024-05-28,Euro FX,184656,127084,57572
2024-06-04,Euro FX,188957,121087,67870
2024-06-11,Euro FX,187697,144053,43644
2024-06-18,Euro FX,171464,163513,7951
2024-06-25,Euro FX,167370,175801,-8431
2024-07-02,Euro FX,164369,173888,-9519
2024-07-09,Euro FX,165829,162206,3623
2024-07-16,Euro FX,179937,155188,24749
2024-07-23,Euro FX,188929,153023,35906
2024-07-30,Euro FX,183006,165207,17799
2024-08-06,Euro FX,185799,152219,33580
2024-08-13,Euro FX,182212,155229,26983
2024-08-20,Euro FX,194350,138333,56017
2024-08-27,Euro FX,218381,125543,92838
2024-09-03,Euro FX,215969,115951,100018
2024-09-10,Euro FX,192821,111388,81433
2024-09-17,Euro FX,182281,112635,69646
2024-09-24,Euro FX,187795,116097,71698
2024-10-01,Euro FX,178273,122946,55327
2024-10-08,Euro FX,173866,134768,39098
2024-10-15,Euro FX,169319,152169,17150
2024-10-22,Euro FX,153159,181683,-28524
2024-10-29,Euro FX,159313,209617,-50304
2024-11-05,Euro FX,159900,181553,-21653
2024-11-12,Euro FX,160003,167440,-7437
2024-11-19,Euro FX,154305,196862,-42557
2024-11-26,Euro FX,156334,212343,-56009
2024-12-03,Euro FX,167693,225182,-57489
2024-12-10,Euro FX,157375,232948,-75573
2024-12-17,Euro FX,152671,218566,-65895
2024-12-24,Euro FX,159471,227978,-68507
2024-12-31,Euro FX,168806,238370,-69564
2025-01-07,Euro FX,166503,230627,-64124
2025-01-14,Euro FX,162760,223157,-60397
2025-01-21,Euro FX,167665,230151,-62486
2025-01-28,Euro FX,153660,220264,-66604
2025-02-04,Euro FX,162554,221168,-58614
2025-02-11,Euro FX,165594,230019,-64425
2025-02-18,Euro FX,170320,221740,-51420
2025-02-25,Euro FX,182699,208124,-25425
2025-03-04,Euro FX,185223,195329,-10106
2025-03-11,Euro FX,188647,175557,13090
2025-03-18,Euro FX,188952,129527,59425
2025-03-25,Euro FX,189796,124271,65525
2025-04-01,Euro FX,183247,131412,51835
2025-04-08,Euro FX,190296,130316,59980
2025-04-15,Euro FX,197103,127823,69280
2025-04-22,Euro FX,196205,131177,65028
2025-04-29,Euro FX,196388,120591,75797
2024-04-30,Feeder Cattle,13357,13662,-305
2024-05-07,Feeder Cattle,12803,14180,-1377
2024-05-14,Feeder Cattle,14118,14561,-443
2024-05-21,Feeder Cattle,14003,15191,-1188
2024-05-28,Feeder Cattle,15419,14280,1139
2024-06-04,Feeder Cattle,13398,15323,-1925
2024-06-11,Feeder Cattle,12094,14120,-2026
2024-06-18,Feeder Cattle,12915,15369,-2454
2024-06-25,Feeder Cattle,11878,16657,-4779
2024-07-02,Feeder Cattle,11812,15138,-3326
2024-07-09,Feeder Cattle,10973,15745,-4772
2024-07-16,Feeder Cattle,11667,15514,-3847
2024-07-23,Feeder Cattle,12949,16441,-3492
2024-07-30,Feeder Cattle,11588,16626,-5038
2024-08-06,Feeder Cattle,12924,18737,-5813
2024-08-13,Feeder Cattle,12856,19766,-6910
2024-08-20,Feeder Cattle,13236,21284,-8048
2024-08-27,Feeder Cattle,13437,20113,-6676
2024-09-03,Feeder Cattle,12120,17085,-4965
2024-09-10,Feeder Cattle,11532,17926,-6394
2024-09-17,Feeder Cattle,11973,17549,-5576
2024-09-24,Feeder Cattle,12996,16641,-3645
2024-10-01,Feeder Cattle,14279,14451,-172
2024-10-08,Feeder Cattle,17030,15849,1181
2024-10-15,Feeder Cattle,18502,16062,2440
2024-10-22,Feeder Cattle,18289,15501,2788
2024-10-29,Feeder Cattle,19149,17865,1284
2024-11-05,Feeder Cattle,20454,16608,3846
2024-11-12,Feeder Cattle,20109,16326,3783
2024-11-19,Feeder Cattle,22324,15774,6550
2024-11-26,Feeder Cattle,24522,14716,9806
2024-12-03,Feeder Cattle,26718,15610,11108
2024-12-10,Feeder Cattle,27750,17042,10708
2024-12-17,Feeder Cattle,28803,17881,10922
2024-12-24,Feeder Cattle,28090,18113,9977
2024-12-31,Feeder Cattle,30321,18441,11880
2025-01-07,Feeder Cattle,33280,17093,16187
2025-01-14,Feeder Cattle,36209,18429,17780
2025-01-21,Feeder Cattle,37331,19099,18232
2025-01-28,Feeder Cattle,38025,20181,17844
2025-02-04,Feeder Cattle,36672,20644,16028
2025-02-11,Feeder Cattle,34007,18428,15579
2025-02-18,Feeder Cattle,34938,18350,16588
2025-02-25,Feeder Cattle,34489,19279,15210
2025-03-04,Feeder Cattle,36248,19714,16534
2025-03-11,Feeder Cattle,38268,19986,18282
2025-03-18,Feeder Cattle,41023,20864,20159
2025-03-25,Feeder Cattle,43512,21291,22221
2025-04-01,Feeder Cattle,42453,20083,22370
2025-04-08,Feeder Cattle,35712,18161,17551
2025-04-15,Feeder Cattle,32630,16436,16194
2025-04-22,Feeder Cattle,34446,16769,17677
2025-04-29,Feeder Cattle,35726,19125,16601
2024-04-30,Hard Red Winter Wheat,52296,75653,-23357
2024-05-07,Hard Red Winter Wheat,52166,69822,-17656
2024-05-14,Hard Red Winter Wheat,55634,66433,-10799
2024-05-21,Hard Red Winter Wheat,57587,70005,-12418
2024-05-28,Hard Red Winter Wheat,62916,67551,-4635
2024-06-04,Hard Red Winter Wheat,63082,70885,-7803
2024-06-11,Hard Red Winter Wheat,60361,70560,-10199
2024-06-18,Hard Red Winter Wheat,54226,75611,-21385
2024-06-25,Hard Red Winter Wheat,57907,90178,-32271
2024-07-02,Hard Red Winter Wheat,63536,95364,-31828
2024-07-09,Hard Red Winter Wheat,61115,90236,-29121
2024-07-16,Hard Red Winter Wheat,60601,88253,-27652
2024-07-23,Hard Red Winter Wheat,58753,84516,-25763
2024-07-30,Hard Red Winter Wheat,62869,86035,-23166
2024-08-06,Hard Red Winter Wheat,62762,83499,-20737
2024-08-13,Hard Red Winter Wheat,66198,86150,-19952
2024-08-20,Hard Red Winter Wheat,66359,89381,-23022
2024-08-27,Hard Red Winter Wheat,69044,89514,-20470
2024-09-03,Hard Red Winter Wheat,69930,86201,-16271
2024-09-10,Hard Red Winter Wheat,72578,79312,-6734
2024-09-17,Hard Red Winter Wheat,69804,75792,-5988
2024-09-24,Hard Red Winter Wheat,69190,78256,-9066
2024-10-01,Hard Red Winter Wheat,69903,73892,-3989
2024-10-08,Hard Red Winter Wheat,62694,57784,4910
2024-10-15,Hard Red Winter Wheat,61430,55487,5943
2024-10-22,Hard Red Winter Wheat,61005,56885,4120
2024-10-29,Hard Red Winter Wheat,63615,67535,-3920
2024-11-05,Hard Red Winter Wheat,64600,70550,-5950
2024-11-12,Hard Red Winter Wheat,63586,80560,-16974
2024-11-19,Hard Red Winter Wheat,68406,84820,-16414
2024-11-26,Hard Red Winter Wheat,66990,83751,-16761
2024-12-03,Hard Red Winter Wheat,68706,91418,-22712
2024-12-10,Hard Red Winter Wheat,72174,91660,-19486
2024-12-17,Hard Red Winter Wheat,73560,89678,-16118
2024-12-24,Hard Red Winter Wheat,78276,95957,-17681
2024-12-31,Hard Red Winter Wheat,76119,93108,-16989
2025-01-07,Hard Red Winter Wheat,75914,91786,-15872
2025-01-14,Hard Red Winter Wheat,73855,94599,-20744
2025-01-21,Hard Red Winter Wheat,76279,94246,-17967
2025-01-28,Hard Red Winter Wheat,73431,97581,-24150
2025-02-04,Hard Red Winter Wheat,69771,83735,-13964
2025-02-11,Hard Red Winter Wheat,63312,73342,-10030
2025-02-18,Hard Red Winter Wheat,58070,60119,-2049
2025-02-25,Hard Red Winter Wheat,51278,56328,-5050
2025-03-04,Hard Red Winter Wheat,50098,77673,-27575
2025-03-11,Hard Red Winter Wheat,52893,89087,-36194
2025-03-18,Hard Red Winter Wheat,55013,84666,-29653
2025-03-25,Hard Red Winter Wheat,52273,85137,-32864
2025-04-01,Hard Red Winter Wheat,60579,95461,-34882
2025-04-08,Hard Red Winter Wheat,60702,100886,-40184
2025-04-15,Hard Red Winter Wheat,61931,101220,-39289
2025-04-22,Hard Red Winter Wheat,60461,104231,-43770
2025-04-29,Hard Red Winter Wheat,62237,116582,-54345
2024-04-30,Japanese Yen,40435,208823,-168388
2024-05-07,Japanese Yen,34990,169912,-134922
2024-05-14,Japanese Yen,35303,161485,-126182
2024-05-21,Japanese Yen,29614,173981,-144367
2024-05-28,Japanese Yen,28565,184604,-156039
2024-06-04,Japanese Yen,40427,172528,-132101
2024-06-11,Japanese Yen,30763,169342,-138579
2024-06-18,Japanese Yen,29429,177182,-147753
2024-06-25,Japanese Yen,34576,208476,-173900
2024-07-02,Japanese Yen,36714,220937,-184223
2024-07-09,Japanese Yen,41521,223554,-182033
2024-07-16,Japanese Yen,47356,198428,-151072
2024-07-23,Japanese Yen,64390,171498,-107108
2024-07-30,Japanese Yen,65016,138476,-73460
2024-08-06,Japanese Yen,66169,77523,-11354
2024-08-13,Japanese Yen,87101,63997,23104
2024-08-20,Japanese Yen,88761,65176,23585
2024-08-27,Japanese Yen,84305,58437,25868
2024-09-03,Japanese Yen,91791,50675,41116
2024-09-10,Japanese Yen,98894,43124,55770
2024-09-17,Japanese Yen,97332,40492,56840
2024-09-24,Japanese Yen,104690,38679,66011
2024-10-01,Japanese Yen,95513,38741,56772
2024-10-08,Japanese Yen,83679,47151,36528
2024-10-15,Japanese Yen,86685,52575,34110
2024-10-22,Japanese Yen,79364,66593,12771
2024-10-29,Japanese Yen,64925,89742,-24817
2024-11-05,Japanese Yen,60334,104501,-44167
2024-11-12,Japanese Yen,64038,128940,-64902
2024-11-19,Japanese Yen,78973,125841,-46868
2024-11-26,Japanese Yen,87597,110230,-22633
2024-12-03,Japanese Yen,93622,91288,2334
2024-12-10,Japanese Yen,97938,72186,25752
2024-12-17,Japanese Yen,87208,81247,5961
2024-12-24,Japanese Yen,95958,93647,2311
2024-12-31,Japanese Yen,96119,104562,-8443
2025-01-07,Japanese Yen,91206,111395,-20189
2025-01-14,Japanese Yen,91434,120845,-29411
2025-01-21,Japanese Yen,94157,108830,-14673
2025-01-28,Japanese Yen,96809,97768,-959
2025-02-04,Japanese Yen,104684,85916,18768
2025-02-11,Japanese Yen,144158,89543,54615
2025-02-18,Japanese Yen,147566,86997,60569
2025-02-25,Japanese Yen,171751,75771,95980
2025-03-04,Japanese Yen,183955,50304,133651
2025-03-11,Japanese Yen,176790,42888,133902
2025-03-18,Japanese Yen,164752,41788,122964
2025-03-25,Japanese Yen,160474,35098,125376
2025-04-01,Japanese Yen,161566,39792,121774
2025-04-08,Japanese Yen,176555,29488,147067
2025-04-15,Japanese Yen,198560,26705,171855
2025-04-22,Japanese Yen,202373,24559,177814
2025-04-29,Japanese Yen,202797,23585,179212
2024-04-30,Lean Hogs,116668,64730,51938
2024-05-07,Lean Hogs,100612,62256,38356
2024-05-14,Lean Hogs,93393,61352,32041
2024-05-21,Lean Hogs,84630,61768,22862
2024-05-28,Lean Hogs,81944,68282,13662
2024-06-04,Lean Hogs,80913,75367,5546
2024-06-11,Lean Hogs,82590,86724,-4134
2024-06-18,Lean Hogs,77266,92171,-14905
2024-06-25,Lean Hogs,80465,106935,-26470
2024-07-02,Lean Hogs,74457,103437,-28980
2024-07-09,Lean Hogs,77382,106730,-29348
2024-07-16,Lean Hogs,81372,107765,-26393
2024-07-23,Lean Hogs,83360,109180,-25820
2024-07-30,Lean Hogs,85033,107228,-22195
2024-08-06,Lean Hogs,87503,108993,-21490
2024-08-13,Lean Hogs,84570,111058,-26488
2024-08-20,Lean Hogs,86247,108043,-21796
2024-08-27,Lean Hogs,92284,104069,-11785
2024-09-03,Lean Hogs,97199,104941,-7742
2024-09-10,Lean Hogs,92490,99971,-7481
2024-09-17,Lean Hogs,93358,96668,-3310
2024-09-24,Lean Hogs,104863,96403,8460
2024-10-01,Lean Hogs,108081,88932,19149
2024-10-08,Lean Hogs,123646,90341,33305
2024-10-15,Lean Hogs,127041,86399,40642
2024-10-22,Lean Hogs,133945,84451,49494
2024-10-29,Lean Hogs,149265,88187,61078
2024-11-05,Lean Hogs,159447,88006,71441
2024-11-12,Lean Hogs,165266,89284,75982
2024-11-19,Lean Hogs,157401,85419,71982
2024-11-26,Lean Hogs,171351,90112,81239
2024-12-03,Lean Hogs,180550,88791,91759
2024-12-10,Lean Hogs,179204,87682,91522
2024-12-17,Lean Hogs,154060,60650,93410
2024-12-24,Lean Hogs,146733,59353,87380
2024-12-31,Lean Hogs,135088,56131,78957
2025-01-07,Lean Hogs,126353,53608,72745
2025-01-14,Lean Hogs,129741,53199,76542
2025-01-21,Lean Hogs,126358,56382,69976
2025-01-28,Lean Hogs,123796,57735,66061
2025-02-04,Lean Hogs,129010,59565,69445
2025-02-11,Lean Hogs,137087,63867,73220
2025-02-18,Lean Hogs,146094,65237,80857
2025-02-25,Lean Hogs,121636,53809,67827
2025-03-04,Lean Hogs,104957,58292,46665
2025-03-11,Lean Hogs,93330,55113,38217
2025-03-18,Lean Hogs,92802,58210,34592
2025-03-25,Lean Hogs,90491,61102,29389
2025-04-01,Lean Hogs,94942,64465,30477
2025-04-08,Lean Hogs,89040,70981,18059
2025-04-15,Lean Hogs,84018,65997,18021
2025-04-22,Lean Hogs,93049,61753,31296
2025-04-29,Lean Hogs,98526,63669,34857
2024-04-30,Live Cattle,99665,55862,43803
2024-05-07,Live Cattle,96844,53369,43475
2024-05-14,Live Cattle,100002,55343,44659
2024-05-21,Live Cattle,107677,57021,50656
2024-05-28,Live Cattle,119356,58501,60855
2024-06-04,Live Cattle,115314,61181,54133
2024-06-11,Live Cattle,109839,58681,51158
2024-06-18,Live Cattle,113834,61387,52447
2024-06-25,Live Cattle,121955,73240,48715
2024-07-02,Live Cattle,130254,79642,50612
2024-07-09,Live Cattle,126376,75099,51277
2024-07-16,Live Cattle,124193,76981,47212
2024-07-23,Live Cattle,123805,77042,46763
2024-07-30,Live Cattle,132934,72960,59974
2024-08-06,Live Cattle,108655,63383,45272
2024-08-13,Live Cattle,99758,63521,36237
2024-08-20,Live Cattle,98255,62633,35622
2024-08-27,Live Cattle,97052,63283,33769
2024-09-03,Live Cattle,95135,64806,30329
2024-09-10,Live Cattle,96103,63054,33049
2024-09-17,Live Cattle,96606,66108,30498
2024-09-24,Live Cattle,110464,74357,36107
2024-10-01,Live Cattle,119749,66898,52851
2024-10-08,Live Cattle,128051,63291,64760
2024-10-15,Live Cattle,135289,63871,71418
2024-10-22,Live Cattle,140079,67305,72774
2024-10-29,Live Cattle,148416,66687,81729
2024-11-05,Live Cattle,147783,68945,78838
2024-11-12,Live Cattle,152817,68038,84779
2024-11-19,Live Cattle,152864,67677,85187
2024-11-26,Live Cattle,159852,66103,93749
2024-12-03,Live Cattle,163456,66412,97044
2024-12-10,Live Cattle,167119,64418,102701
2024-12-17,Live Cattle,175651,64873,110778
2024-12-24,Live Cattle,166034,63036,102998
2024-12-31,Live Cattle,167159,63181,103978
2025-01-07,Live Cattle,182827,64282,118545
2025-01-14,Live Cattle,192036,68751,123285
2025-01-21,Live Cattle,192157,73425,118732
2025-01-28,Live Cattle,202150,83106,119044
2025-02-04,Live Cattle,199414,82975,116439
2025-02-11,Live Cattle,179879,66455,113424
2025-02-18,Live Cattle,172664,64393,108271
2025-02-25,Live Cattle,168064,66832,101232
2025-03-04,Live Cattle,157737,67721,90016
2025-03-11,Live Cattle,160739,63404,97335
2025-03-18,Live Cattle,173498,70073,103425
2025-03-25,Live Cattle,193964,75977,117987
2025-04-01,Live Cattle,200105,76459,123646
2025-04-08,Live Cattle,167089,59369,107720
2025-04-15,Live Cattle,145310,53725,91585
2025-04-22,Live Cattle,159752,60746,99006
2025-04-29,Live Cattle,174783,71753,103030
2024-04-30,Mexican Peso,144679,25634,119045
2024-05-07,Mexican Peso,137564,25252,112312
2024-05-14,Mexican Peso,144307,31346,112961
2024-05-21,Mexican Peso,153206,35314,117892
2024-05-28,Mexican Peso,151468,30549,120919
2024-06-04,Mexican Peso,153943,29272,124671
2024-06-11,Mexican Peso,145604,26611,118993
2024-06-18,Mexican Peso,71739,21485,50254
2024-06-25,Mexican Peso,84314,26508,57806
2024-07-02,Mexican Peso,96359,32732,63627
2024-07-09,Mexican Peso,95748,32425,63323
2024-07-16,Mexican Peso,98495,36785,61710
2024-07-23,Mexican Peso,100555,31238,69317
2024-07-30,Mexican Peso,99143,31483,67660
2024-08-06,Mexican Peso,96916,31580,65336
2024-08-13,Mexican Peso,82188,32094,50094
2024-08-20,Mexican Peso,66745,32099,34646
2024-08-27,Mexican Peso,66669,35949,30720
2024-09-03,Mexican Peso,63103,32624,30479
2024-09-10,Mexican Peso,62614,35588,27026
2024-09-17,Mexican Peso,48486,40763,7723
2024-09-24,Mexican Peso,51480,39054,12426
2024-10-01,Mexican Peso,61487,35188,26299
2024-10-08,Mexican Peso,55327,26134,29193
2024-10-15,Mexican Peso,60759,35513,25246
2024-10-22,Mexican Peso,61303,37406,23897
2024-10-29,Mexican Peso,71127,36082,35045
